Datetime,Tweet Id,Text,User
1/18/2021 8:59,1.35109E+18,@kellyreid The rate-limiting part or process in cell production is constantly changing,elonmusk
1/18/2021 8:56,1.35109E+18,"@FrancisSuarez @CityofMiami Cars &amp; trucks stuck in traffic generate megatons of toxic gases &amp; particulate, but… https://t.co/JcQIaCxJno",elonmusk
1/18/2021 6:37,1.35106E+18,"@RationalEtienne @OwenSparks_ @Tesla With our giant casting machines, we are literally trying to make full-size car… https://t.co/CHGQMaIYTs",elonmusk
1/18/2021 6:34,1.35106E+18,@lexfridman @tegmark Tegmark is an exceptionally smart &amp; good human,elonmusk
1/18/2021 6:13,1.35105E+18,"@OwenSparks_ The best manufacturing technology is in ultra high volume industries, like food &amp; beverage, some medical (eg syringes) &amp; toys",elonmusk
1/18/2021 5:52,1.35104E+18,Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important pr… https://t.co/9ybABEzxCV,elonmusk
1/18/2021 4:01,1.35102E+18,@p_ferragu Looking into this. No question that FSD should be viewed as reasonably valuable when doing a trade-in.,elonmusk
1/18/2021 1:45,1.35098E+18,@tobyliiiiiiiiii @Erdayastronaut For sure,elonmusk
1/18/2021 1:27,1.35098E+18,@Erdayastronaut Glad you’re ok,elonmusk
1/18/2021 1:23,1.35098E+18,@Virgin_Orbit Congratulations!,elonmusk
1/17/2021 21:22,1.35092E+18,@teslaownersSV This is a good one,elonmusk
1/16/2021 22:55,1.35058E+18,@MrBeastYT I whistle,elonmusk
1/16/2021 1:31,1.35025E+18,@DMC_Ryan @C_R_H_M @Tesla Cybertruck doesn’t need a garage,elonmusk
1/16/2021 1:29,1.35025E+18,@DMC_Ryan @Tesla It will be awesome,elonmusk
1/16/2021 1:28,1.35025E+18,@owenshift Good point,elonmusk
1/16/2021 1:20,1.35025E+18,@signalapp Your server-side code is doing too much,elonmusk
1/15/2021 22:07,1.3502E+18,@Wikipedia Happy birthday Wikipedia! So glad you exist.,elonmusk
1/15/2021 22:01,1.3502E+18,@TheOnion Guess you been watching Cobra Kai,elonmusk
1/15/2021 9:24,1.35001E+18,@SuperclusterHQ @w00ki33 Fallout New Texas,elonmusk
1/15/2021 8:23,1.35E+18,@Breedlove22 @benmezrich Only Chuck Norris can divide by zero,elonmusk
1/15/2021 8:18,1.34999E+18,@Cerberu21014829 @Breedlove22 @benmezrich Good point,elonmusk
1/15/2021 7:12,1.34998E+18,"@Breedlove22 @benmezrich The thing we call money is just an information system for labor allocation. 

What actuall… https://t.co/JZ6zmQGBO3",elonmusk
1/15/2021 6:44,1.34997E+18,"Monty Python is amazing
https://t.co/UJq94IWT88",elonmusk
1/15/2021 6:06,1.34996E+18,@RationalEtienne @tobyliiiiiiiiii @Erdayastronaut They sure can twist the knife in that show!,elonmusk
1/15/2021 5:53,1.34996E+18,@tobyliiiiiiiiii @Erdayastronaut Probably wise,elonmusk
1/15/2021 5:47,1.34996E+18,@Erdayastronaut We’re making major improvements to ease of engine swap. Needs to be a few hours at most.,elonmusk
1/15/2021 5:41,1.34995E+18,"@PPathole @johnkrausphotos @SpaceX Two of the engines need slight repairs, so will be switched out",elonmusk
1/15/2021 5:21,1.34995E+18,@johnkrausphotos @SpaceX Nice shot,elonmusk
1/15/2021 5:17,1.34995E+18,"@realOmarAbdalah We don’t have high school internships, but please apply when you’re in college!",elonmusk
1/14/2021 20:40,1.34982E+18,"@skorusARK Prototypes are easy, volume production is hard, positive cash flow is  excruciating",elonmusk
1/14/2021 5:03,1.34958E+18,@Tesla Physics,elonmusk
1/14/2021 3:51,1.34956E+18,"RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…",elonmusk
1/13/2021 22:07,1.34948E+18,@Erdayastronaut Detanking &amp; inspections now. Good progress towards our “Hop in &amp; go to Mars!” goal.,elonmusk
1/13/2021 21:47,1.34947E+18,All three static fires completed &amp; no RUDs!,elonmusk
1/13/2021 21:43,1.34947E+18,"@justpaulinelol @Erdayastronaut @SpaceX Wow, a lot has happened in 10 years!",elonmusk
1/13/2021 21:25,1.34947E+18,@OfficialJlipper Fair enough haha,elonmusk
1/13/2021 21:20,1.34947E+18,https://t.co/ho7yGXAS3a,elonmusk
1/13/2021 20:53,1.34946E+18,@NASASpaceflight Sea shanty tiktok takes it to a new level with actual pirate ships,elonmusk
1/13/2021 20:47,1.34946E+18,@ConnectDotsToo Sure,elonmusk
1/13/2021 19:06,1.34943E+18,Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fir… https://t.co/QtIiWLxXPl,elonmusk
1/13/2021 14:48,1.34937E+18,@Tesmanian_com As promised,elonmusk
1/13/2021 9:25,1.34929E+18,Legalize comedy,elonmusk
1/13/2021 8:04,1.34927E+18,@lvladimirovBG You can steal our name/logos &amp; we probably won’t sue you,elonmusk
1/13/2021 2:52,1.34919E+18,@arstechnica @SciGuySpace We’re just trying to get people to Mars. Help would be appreciated.,elonmusk
1/13/2021 1:30,1.34917E+18,"@SpaceX @Space_Station One day, we will get a camera up there that also shows the star field in the background",elonmusk
1/13/2021 1:25,1.34917E+18,RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj,elonmusk
1/13/2021 0:26,1.34915E+18,@lexfridman Suicide is more than double homicide https://t.co/MvWGPs9uQE,elonmusk
1/13/2021 0:23,1.34915E+18,@lexfridman Absolutely,elonmusk
1/12/2021 23:02,1.34913E+18,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd",elonmusk
1/12/2021 21:06,1.3491E+18,"@TheOldManPar @DJSnM @MachinePix Hate to say it, but might be true",elonmusk
1/12/2021 20:19,1.34909E+18,@MachinePix The robot future is coming,elonmusk
1/12/2021 20:10,1.34909E+18,"@wonderofscience @physicsJ 300km every millisecond, but there are times I wish it were faster",elonmusk
1/12/2021 11:55,1.34896E+18,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN,elonmusk
1/12/2021 11:30,1.34896E+18,@iamdevloper https://t.co/BkKeiIicYe,elonmusk
1/12/2021 11:24,1.34895E+18,Mus protec 👶 yoda https://t.co/1dvhG0nTkU,elonmusk
1/12/2021 10:59,1.34895E+18,@roscosmos Он был великолепен,elonmusk
1/12/2021 2:46,1.34882E+18,@RationalEtienne @TheBabylonBee This is an important distinction,elonmusk
1/11/2021 22:49,1.34876E+18,@ValaAfshar Much more than this &amp; increasing rapidly,elonmusk
1/11/2021 22:35,1.34876E+18,@CodingMark @flcnhvy It is,elonmusk
1/11/2021 19:51,1.34872E+18,"@archillect Once in a while, something happens that is even better than we imagined",elonmusk
1/11/2021 19:41,1.34872E+18,@skorusARK The factory is the product,elonmusk
1/11/2021 17:54,1.34869E+18,@AustinTeslaClub @TheBabylonBee Probably commenting on @signalapp will do more,elonmusk
1/11/2021 17:53,1.34869E+18,@PPathole I bought the replacement glass from a junkyard for $20. They’re great places to get spare parts.,elonmusk
1/11/2021 17:50,1.34869E+18,@TheBabylonBee A lot of people are going to be super unhappy with West Coast high tech as the de facto arbiter of free speech,elonmusk
1/11/2021 5:46,1.34851E+18,@alexandersibert @signalapp Already donated to Signal a year ago. Will donate more.,elonmusk
1/10/2021 4:41,1.34813E+18,@benmezrich I am primarily trying to advance two causes: sustainable energy &amp; extending life/consciousness beyond E… https://t.co/VYBfaVHkys,elonmusk
1/10/2021 4:25,1.34812E+18,@song_wooseok @GerberKawasaki @benmezrich 🤣🤣,elonmusk
1/9/2021 23:07,1.34804E+18,@Ragazaga5 @SpacePadreIsle Maybe a Tesla AI day later this year,elonmusk
1/9/2021 23:05,1.34804E+18,@SpacePadreIsle The Prancing Pony?,elonmusk
1/9/2021 21:21,1.34802E+18,@BoredElonMusk 🤣🤣,elonmusk
1/9/2021 20:44,1.34801E+18,@erigganewmoney 😢,elonmusk
1/9/2021 19:00,1.34798E+18,@mayemusk It’s true,elonmusk
1/9/2021 18:59,1.34798E+18,"@glenn22x @woketopiansa Yes, but not for long",elonmusk
1/9/2021 18:56,1.34798E+18,"@woketopiansa Yeah, they seemed optimistic too",elonmusk
1/9/2021 18:47,1.34798E+18,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so.",elonmusk
1/9/2021 18:44,1.34798E+18,@Erdayastronaut @SpaceX Was also thinking that SpaceX Boca should hold fun parties and give tours for the community from time to time,elonmusk
1/9/2021 18:43,1.34798E+18,"@Erdayastronaut @SpaceX I super support public spaces around our production &amp; launch sites, wherever it can be done… https://t.co/wmqWcT2WFH",elonmusk
1/9/2021 18:39,1.34798E+18,@Christo49699922 @sean18743005 @Erdayastronaut @SpaceX That too,elonmusk
1/9/2021 18:37,1.34798E+18,@sean18743005 @Erdayastronaut @SpaceX Catapult high into the air &amp; land on the roof with a base jumping parachute (the only way to travel),elonmusk
1/9/2021 18:35,1.34798E+18,"@Erdayastronaut @SpaceX That’s actually our restaurant, but SpaceX is building a futuristic bar at the top of the h… https://t.co/z2UmtGSAoI",elonmusk
1/9/2021 18:26,1.34797E+18,@techreview And increase fun! Hopefully.,elonmusk
1/9/2021 17:28,1.34796E+18,@benmezrich Me neither,elonmusk
1/9/2021 17:10,1.34795E+18,@TonyChoMrMagic @TeslaEnergy One of the best Tesla Solar Roof installations,elonmusk
1/9/2021 12:19,1.34788E+18,"@91demigod No, but maybe one day",elonmusk
1/9/2021 10:50,1.34786E+18,"@PPathole @engineers_feed Yes, that would be the best way to do it. A large solar field or reactor is needed for po… https://t.co/Ph6x1PlnaM",elonmusk
