Datetime,Tweet Id,Text,User
1/20/2021 15:20,1.35191E+18,"RT @RiceEngineering: ICYMI: @RiceStatistics professor Marina Vannucci has co-authored the article ""Bayesian statistics and modelling"" publi…",riceuniversity
1/19/2021 20:38,1.35163E+18,"RT @Doerrinstitute: With today's release of our new book, #LeadershipReckoning, we are celebrating the launch of a movement aimed at creati…",riceuniversity
1/18/2021 15:34,1.35119E+18,RT @ricealumni: Summar McGee ‘20 honors the legacy of Dr. Martin Luther King Jr. and speaks on our collective responsibility to one another…,riceuniversity
1/18/2021 15:16,1.35119E+18,"In honor of the legacy of Dr. #MartinLutherKingJr, join us for a virtual celebration featuring President… https://t.co/sXqM63xPKF",riceuniversity
1/15/2021 15:09,1.3501E+18,RT @RiceAdmission: Submit the Connect with a Rice Student form to learn more about campus life at Rice. We'll match you with a current stud…,riceuniversity
1/15/2021 15:08,1.3501E+18,"RT @RiceBasketball: Every day is a good day but a Game Day is even better.

Lace em up, it's time to hoop 😤",riceuniversity
1/15/2021 15:08,1.3501E+18,"RT @RiceWBB: Time to go to work.

🗣 IT'S GAMEDAYYYYY",riceuniversity
1/14/2021 17:36,1.34977E+18,RT @RiceCompSci: 📣 It's not too late to sign up! Dr. Vardi will be speaking today at 12pm CST with Dean Nakhleh doing the introduction. htt…,riceuniversity
1/13/2021 19:17,1.34944E+18,We love a great sunny winter day at Rice. 🌳 https://t.co/4tDZx509qX,riceuniversity
1/13/2021 17:55,1.34941E+18,RT @RiceCHBE: We're so excited to see the ACS's Journal of Chemical and Engineering Data devote an issue to celebrating the 30th anniversar…,riceuniversity
1/13/2021 17:55,1.34941E+18,RT @RiceECE: Samantha Fuentes and Nicholas Glaze are announced as this year's ECE Chevron Scholarship winners. Nominated by university facu…,riceuniversity
1/13/2021 17:55,1.34941E+18,RT @ricealumni: There's still time to register and join @belinda_chicago ’95 and special guests at the virtual party of the (new) year! The…,riceuniversity
1/13/2021 17:55,1.34941E+18,"RT @RiceAthletics: 𝙍𝙞𝙘𝙚 𝙊𝙬𝙡𝙨 𝙄𝙣𝙨𝙞𝙙𝙚𝙧 is LIVE!

@RiceOwlsVoice begins our first show of 2021 w/ @jkarlgaard, @RiceCoachPera, &amp; @maxfiedler12…",riceuniversity
1/13/2021 14:38,1.34937E+18,RT @RiceUNews: Rice University's Baker Institute in the running for prestigious $10 million prize https://t.co/WdOYJTHpjh via @culturemap,riceuniversity
1/12/2021 19:44,1.34908E+18,An AI-powered microscope created in collaboration between @RiceEngineering researchers and @MDAndersonNews could ch… https://t.co/nz6cCC8pgO,riceuniversity
1/11/2021 22:26,1.34876E+18,RT @RiceMECH: The @RiceUniversity lab of mechanical engineer Fred Higgs (@higgsf) hopes to make life better for those with replacement join…,riceuniversity
1/8/2021 22:26,1.34767E+18,RT @Rice_D2KLab: @Rice_D2KLab students working with @OpenStax developed a #datadriven approach to identifying students falling behind in cl…,riceuniversity
1/8/2021 22:25,1.34767E+18,"RT @RDAHouston: Please join Rice Design Alliance for their FREE virtual gala Who Builds Our City? on Thursday, Jan. 28, at 6 p.m. The progr…",riceuniversity
1/8/2021 22:25,1.34767E+18,"RT @RiceWBB: FINAL | Rice 74-UTEP 68

That's a home dub for the Owls!  

#GoOwls👐 x #Ready4TheCall https://t.co/uEFnRPIB0I",riceuniversity
1/8/2021 22:25,1.34767E+18,"RT @RiceCompSci: Rice CS Professor Moshe @Vardi discusses how logic begat computing, tracing the surprising path from Aristotle to the iPho…",riceuniversity
1/8/2021 21:01,1.34765E+18,"Rice’s #Spring2021 semester will start online-only on Jan. 25, and students' return to campus will be delayed until… https://t.co/4mQ8MJvvlA",riceuniversity
1/6/2021 21:45,1.34694E+18,@PRAYTHEGOAT Our @RiceAdmission team can help you with that! Please DM them or get in touch via email.,riceuniversity
1/6/2021 19:59,1.34691E+18,"Meet the Lovett College PODS Squad, a group of undergrads who joined together to help their fellow Loveteers care f… https://t.co/sVqcIIbf06",riceuniversity
1/6/2021 14:43,1.34683E+18,RT @RiceAdmission: Congratulations! 🦉 https://t.co/vHpU6nB1KR,riceuniversity
1/5/2021 20:27,1.34655E+18,"RT @MoodyArts: There are only a few spots left! Register now to reserve your spot at the opening of the Moody's spring 2021 exhibition: ""#A…",riceuniversity
1/1/2021 16:04,1.34504E+18,"RT @RiceAdmission: Happy New Year's Eve, #FutureRiceOwls! If you're applying to #Rice2025, submit your application materials soon. The fina…",riceuniversity
1/1/2021 16:04,1.34504E+18,RT @davidleebron: HAPPY NEW YEAR 🎆 EVERYBODY! May it be a much much much better year than the one we just left.,riceuniversity
1/1/2021 16:04,1.34504E+18,"RT @RiceAthletics: Here’s to 2021!

Happy New Year Rice Family 🎉🎆 https://t.co/Qi93kGdfsk",riceuniversity
1/1/2021 16:04,1.34504E+18,RT @RiceCAPC: Happy New Year!  May the new year be filled with inspiration for your writing and publication endeavors. https://t.co/zpg1We0…,riceuniversity
1/1/2021 16:04,1.34504E+18,"RT @RiceEngineering: Happy New Year, Owls! https://t.co/FOsWC58oH2",riceuniversity
1/1/2021 16:03,1.34504E+18,"RT @Doerrinstitute: Happy New Year from the #DoerrInstitute!

Despite the circumstances of 2020, it was another successful year of creating…",riceuniversity
1/1/2021 15:55,1.34504E+18,"Happy New Year, Rice family! Welcome to 2021! https://t.co/oV2MbVnG5M",riceuniversity
12/30/2020 20:51,1.34439E+18,RT @RiceAlert: #RiceAlert - A flash flood watch has been issued for Rice University's campus.  Please wait for water to drain before moving…,riceuniversity
12/29/2020 18:22,1.34399E+18,"RT @ricealumni: Before wrapping up 2020, share the gift of a one-of-a-kind Rice education by Dec. 31. Whether you give to the @RiceAnnualFu…",riceuniversity
12/29/2020 18:18,1.34398E+18,RT @RiceUNews: Year in Review: Welch Foundation gift for Rice University's new institute was a Deal of the Week in September https://t.co/B…,riceuniversity
12/26/2020 19:00,1.34291E+18,Hope y'all are having Happy H-owl-idays! Campus can't wait for your return 🤗 https://t.co/0KgQlswFHe,riceuniversity
12/22/2020 23:27,1.34153E+18,RT @ricealumni: Whoo’s ready to ring in 2021? Grab your party hats &amp; start creating a makeshift ball drop in your living room—because on Ja…,riceuniversity
