Datetime,Tweet Id,Text
2021-01-20 16:49:20,1351934851281166338,Congratulations to President @JoeBiden and Vice President @KamalaHarris. I’m honored and proud to witness this mome… https://t.co/ckdZSUxtbh
2021-01-20 01:05:38,1351697361475522560,"RT @AROD: I normally let @jlo do all the singing but for @jimmyfallon I made an exception 😂😂

So do I have a career as “The Song Whisperer”…"
2021-01-19 19:22:24,1351610980472651776,"My friend asked his parents for a BMW. When he went outside on his 18th birthday they said, “Just like you asked -… https://t.co/js6Fv0bbH8"
2021-01-19 19:22:23,1351610979537342466,"It's Hashtags time! Tell us a weird or funny story about a bad car you had, then tag it with #MyWorstCar. Could be on the show!"
2021-01-19 15:40:22,1351555106005610497,It’s @DollyParton’s birthday and I am totally wigging out!!! https://t.co/gBPXEzhSjx
2021-01-19 15:35:13,1351553808531402753,News &amp; Jokes for Tuesday 1/19/21. #FallonTonight #FallonMono https://t.co/rNifXbWBgf
2021-01-19 02:31:05,1351356477492125698,I never knew you could sing. I still don’t. 😂 always a blast. Thank you for coming back. https://t.co/zEb1vrorAJ
2021-01-16 15:17:52,1350462279595261952,News &amp; Jokes for Saturday 1/16/21. #FallonTonight #FallonMono https://t.co/gXfyqdpmBt
2021-01-16 04:04:15,1350292758297145344,RT @Olivia_Rodrigo: AHHHHHHHHHHH
2021-01-16 03:31:08,1350284423292325890,See you tonight for a Sea Shanty 🎶 #driverslicense @FallonTonight https://t.co/sMUtbZ7OKl
2021-01-15 17:03:47,1350126547479392258,"RT @FallonTonight: ✨ #FallonTonight Tunes ✨

@Rico_nastyy keeps it classic in this performance of “OHFR?” 🎶

Watch the full performance ▶️…"
2021-01-15 15:37:47,1350104906020089857,News &amp; Jokes for Friday 1/15/21. #FallonTonight #FallonMono https://t.co/noJ1pAtkWT
2021-01-15 02:18:47,1349903831103057922,@Sohnzie @BeeGees I’ll never forget this.
2021-01-15 02:18:15,1349903695232831489,@BeeGees @GibbBarry next album? https://t.co/3Dqch2sL6f
2021-01-14 18:25:12,1349784646158962688,Hahaha I’m just gonna leave this here. #TBT https://t.co/HATaZ3koS8
2021-01-14 14:58:49,1349732710684606471,News &amp; Jokes for Thursday 1/14/21. #FallonTonight #FallonMono https://t.co/OTXeYYlK7k
2021-01-13 23:43:21,1349502326235533313,"RT @FallonTonight: Tonight on the show!

🎤 Freestylin’ w/ @TheRoots
🥁 @rizwanahmed
🌟 @ImAngelaBassett
🎵 @jacobcollier ft. @mahalia

#Fallon…"
2021-01-13 23:40:15,1349501544060780547,👽🪐🎶 https://t.co/uPT9mbolJJ
2021-01-13 15:08:41,1349372805582901248,News &amp; Jokes for Wednesday 1/13/21. #FallonTonight #FallonMono https://t.co/3wKLb4sV49
2021-01-13 15:04:38,1349371784492175362,ICYMI 👏🏻 @jsullivanmusic https://t.co/LsyhIXyMzq
2021-01-12 19:01:11,1349068929642201089,Breaking Bad - Student and teacher bond over cooking. #DescribeATVShowBadly
2021-01-12 19:01:11,1349068928379727872,"It's Hashtags time! Take a TV show and give it a funny or weird summary, and tag it with #DescribeATVShowBadly. Could be on the show!"
2021-01-12 15:08:24,1349010346539954182,News &amp; Jokes for Tuesday 1/12/21. #FallonTonight #FallonMono https://t.co/TOF2OqF4kM
2021-01-12 14:43:21,1349004042253561856,"RT @FallonTonight: “Trump started this year thinking he should be on Mount Rushmore. Now he can’t even get on Instagram.”

#FallonMono #Fal…"
2021-01-12 13:54:52,1348991839685246978,"Ever know a friend for 2 decades and they decide to run the world? @billburr 
https://t.co/JF0GF3QDcP"
2021-01-12 02:51:47,1348824969912922113,Gosh Bill was so funny tonight. He takes real questions from strangers/fans and solves their problems. Just watch.… https://t.co/TjissFmKyR
2021-01-12 02:40:16,1348822073213378560,"Just - if you need a laugh, watch tonight. I guarantee you at least one. Okay - no guarantees. But watch and laugh.… https://t.co/1lMUlxaMGb"
2021-01-09 16:11:57,1347939176935784448,"RT @FallonTonight: “Of course!”

@LilNasX on if he would be interested in another collab with @BTS_twt 👀 #FallonTonight https://t.co/BIx1I8…"
2021-01-09 14:57:01,1347920317210103809,News &amp; Jokes for Saturday 1/9/21. #FallonTonight #FallonMono https://t.co/151NYO6Jxt
2021-01-08 15:38:01,1347568248460603392,News &amp; Jokes for Friday 1/8/21. #FallonTonight #FallonMono https://t.co/7cyReLAwnh
2021-01-08 15:15:14,1347562514884734977,I think... I’m ready? Honored to be on the @TheGNShow!! It’s my first time. @grahnort #TheGNshow https://t.co/2qQCGuKTvh
2021-01-07 15:02:13,1347196850747682816,"Let’s be very clear, what we saw yesterday was an attack on our country and on democracy. This was an act of terror… https://t.co/enGKIEQiVU"
2021-01-06 16:56:39,1346863259333361664,"My friend went on a first date and took her to see ""Taken."" There was no second date. #WorstFirstDate"
2021-01-06 16:52:00,1346862088447291393,It's Hashtags time! Tweet out your funny or embarrassing first date story and tag it with #WorstFirstDate. Could be on the show!
2021-01-06 14:50:48,1346831589314097153,News &amp; Jokes for Wednesday 1/6/21. #FallonTonight #FallonMono https://t.co/tSc2uvm3Ls
2021-01-06 05:41:03,1346693242193108992,"RT @FallonTonight: Was the kick actually legal⁉️
Was Daniel LaRusso 𝙧𝙚𝙖𝙡𝙡𝙮 the underdog, or is he actually kind of a bully⁉️

@RalphMacchio…"
2021-01-06 05:38:03,1346692486463434753,...@gwenstefani confirms: B-A-N-A-N-A-S 🍌https://t.co/pjtJCEFfzA
2021-01-06 03:33:27,1346661127812505600,@gwenstefani @FallonTonight 👏🏻👏🏻👏🏻
2021-01-06 02:59:19,1346652538171494401,"RT @scottygb: BREAKING BBC:

""The BBC is to deliver the biggest education offer in its history across more of its platforms.""

From Monday…"
2021-01-06 01:14:27,1346626146398593024,Ralph and I also put some rumors to rest. #CobraKai #karatekid
2021-01-06 01:01:34,1346622907011780611,Fun show tonight - @gwenstefani talk and great performance (Congrats on #1!) and also @ralphmacchio I can’t say nic… https://t.co/NFQYkhcurh
2021-01-05 14:38:44,1346466163920920581,When Harry met Phoebe... for the making of #TPWK. @FallonTonight @chloefineman https://t.co/Z2NIyFpT1k
2021-01-05 14:21:04,1346461720127090691,"RT @FallonTonight: 👯 Behind The Scenes of #TPWK 👯 

A few days ago, @Harry_Styles (Jimmy) &amp; Phoebe Waller-Bridge (@ChloeFineman) teamed up…"
2021-01-04 23:31:04,1346237743807033347,Listen to @Harry_Styles and treat people with kindness. You can start by tuning into our first show of 2021! 👯‍♀️🎙… https://t.co/50IrSVZI61
